zone_id,beta_intercept,t_intercept,sig_intercept,beta_NDVI,t_NDVI,sig_NDVI,beta_NDBI,t_NDBI,sig_NDBI,beta_built_fraction,t_built_fraction,sig_built_fraction,beta_pop_density,t_pop_density,sig_pop_density,beta_elevation_m,t_elevation_m,sig_elevation_m,beta_dist_coast_km,t_dist_coast_km,sig_dist_coast_km,local_r2
LK1103055,-0.06153205345358672,-1.8185590673324235,False,0.5979066397936306,6.5125130354034875,True,1.1450998190689161,8.022799231758901,True,0.22432219353569757,5.127213778392879,True,-0.07840510987935116,-3.2472632342048633,True,-1.0815495808322053,-6.96723294113367,True,-0.017740590302852,-0.25487195848110633,False,
LK1103060,-0.06153026588166015,-1.8185972058543491,False,0.5976967736871799,6.51110217939498,True,1.1439978972740734,8.004626772247118,True,0.22446908792019607,5.132067635390586,True,-0.07842760194057474,-3.247394777365119,True,-1.0383281481030404,-6.840567091492708,True,-0.01665334269228368,-0.23869370397923895,False,
LK1103065,-0.06152871635436079,-1.8186109384054354,False,0.5975294213135025,6.5103231740025125,True,1.1425595975149343,7.947080274094817,True,0.22451293176225404,5.1333065852382,True,-0.07841988789642478,-3.24710522826628,True,-1.0145161387109387,-6.767938623040532,True,-0.0190868171955922,-0.27317807682640766,False,
LK1103070,-0.061525930364813776,-1.8186788607889879,False,0.5971955606532489,6.507875931878827,True,1.1671713771228696,8.202063853756917,True,0.22467047793306832,5.1384197394521625,True,-0.07840368187594957,-3.2459749806788802,True,-0.9140943386967131,-6.394397951940941,True,-0.012832460630242046,-0.18315388434397997,False,
LK1103075,-0.061522583438929274,-1.8187768856712463,False,0.5967304989094515,6.504661767072981,True,1.2380933561253629,9.083093950979562,True,0.22490952921809415,5.146181535317337,True,-0.07833078841529491,-3.243104234925489,True,-0.8013838974992564,-6.06747407408352,True,0.0031996583328901193,0.045584348746498284,False,
LK1103080,-0.06152360147391153,-1.8188544053956057,False,0.5967585545693912,6.503673018795003,True,1.260264899385321,9.207516274112129,True,0.2250031809907907,5.149850442466509,True,-0.07839573991669964,-3.2440013151233535,True,-0.7744531320468278,-5.881419727609176,True,0.013859560477904851,0.19708637617423297,False,
LK1103085,-0.061521782122817455,-1.8188974037917618,False,0.5964930767932858,6.502187641854122,True,1.2723511347567644,9.361568901380798,True,0.22513686054486554,5.15409621229369,True,-0.0783977434014651,-3.2437050082572667,True,-0.7153091186753826,-5.5533077141822185,True,0.022299594990314683,0.31684642140626224,False,
LK1103090,-0.0615214454661608,-1.8187152650350815,False,0.5964607418770592,6.505619347203839,True,1.2098416967049619,8.955890230375307,True,0.22484920406993808,5.143263067813512,True,-0.07830328092214665,-3.2434559845329227,True,-0.7986927871238041,-6.013647288424569,True,-0.01072566664676824,-0.1538099908102473,False,
LK1103095,-0.0615240365768106,-1.8186658857392892,False,0.5968926906066405,6.5076596961234845,True,1.1798473813648105,8.34441610715257,True,0.22466902116553739,5.137695251063595,True,-0.07837126085502841,-3.2455592795897332,True,-0.9104170660600356,-6.295472667104048,True,-0.02230700611502743,-0.31880171117184947,False,
LK1103100,-0.06152722290747006,-1.8185902877544915,False,0.5973040762958994,6.510577389668747,True,1.1396696062435976,7.7281269219016755,True,0.22449183719630844,5.131962703448316,True,-0.07834758177025992,-3.2457801201217604,True,-1.032598769359341,-6.807721140374297,True,-0.03093004054214838,-0.44310196170554095,False,
LK1103105,-0.06152944195292055,-1.818548915905684,False,0.5975755330771326,6.5123216087211695,True,1.1391953821190324,7.798710076312663,True,0.22437119322564378,5.128084432312499,True,-0.07832992571291587,-3.2457821685363966,True,-1.0970773214255973,-6.95883946914746,True,-0.030772210941576568,-0.44190893290743927,False,
LK1103110,-0.06153124023995424,-1.8185281761000547,False,0.5977999362282845,6.51330092416014,True,1.1383852737512838,7.85315850659952,True,0.2243138371606209,5.1264219961227395,True,-0.07833689078297501,-3.246111521378721,True,-1.1198300411184796,-7.034428673799786,True,-0.028726409705837935,-0.4127845970689887,False,
LK1103115,-0.06153392263444439,-1.8184903082844108,False,0.5980619483559448,6.51517930336775,True,1.1381687915316325,7.959848231862946,True,0.22418304712799983,5.122237830174544,True,-0.07832141010289076,-3.2461568511859893,True,-1.1391992326521148,-7.180903202279107,True,-0.026141511126782816,-0.3769375000132987,False,
